"", "X"
"5290", "pareceres"
"5291", "pareceres"
"5292", "oponente"
"5293", "oportuno"
"5294", "oportunidade"
"5295", "oportunista"
"5296", "opor"
"5297", "oposição"
"5298", "oposição"
"5299", "oposições"
"5300", "oposições"
"5301", "oprimir"
"5302", "opressão"
"5303", "opressão"
"5304", "opressivo"
"5305", "opressivamente"
"5306", "opressão"
"5307", "opressores"
"5308", "opressores"
"5309", "óptimo"
"5310", "optimismo"
"5311", "optimista"
"5312", "opulento"
"5313", "provação"
"5314", "ordenado"
"5315", "original"
"5316", "originalidade"
"5317", "órfão"
"5318", "ortodoxia"
"5319", "ostracismo"
"5320", "deveriam"
"5321", "surto"
"5322", "explosão"
"5323", "explosão"
"5324", "explosões"
"5325", "explosões"
Palavras-chave para "5326"
"5327", "clamor"
"5328", "desatualizado"
"5329", "superar"
"5330", "saída"
"5331", "fora da lei"
"5332", "perspectiva"
"5333", "perspectiva"
"5334", "ultrapassado"
"5335", "indignação"
"5336", "indignação"
"5337", "indignado"
"5338", "ultrajante"
"5339", "ultrajante"
"5340", "escandalosamente"
"5341", "ultraje"
"5342", "ultrajes"
"5343", "abertamente"
"5344", "brilhar"
"5345", "outsider"
"5346", "mais esperto"
"5347", "abertos"
"5348", "abertos"
"5349", "excelente"
"5350", "excepcionalmente"
"5351", "outstrip"
"5352", "brincadeira"
"5353", "ovação"
"5354", "ovação"
"5355", "sobre-atuou"
"5356", "sobrevalorização"
"5357", "sobrevalorização"
"5358", "overachiever"
"5359", "exagerar"
"5360", "exagerar"
"5361", "sobrepôs"
"5362", "excesso"
"5363", "excesso de equilíbrio"
"5364", "sobrebalanceado"
"5365", "arrogante"
"5366", "excessivamente"
"5367", "exagerado"
"5368", "superar"
"5369", "exagerar"
"5370", "exagerado"
"5371", "atraso"
"5372", "enfatizar demais"
"5373", "muito feliz"
"5374", "exagero"
"5375", "negligenciar"
"5376", "overplay"
"5377", "dominar"
"5378", "excesso de alcance"
"5379", "excesso"
"5380", "sombra"
"5381", "supervisão"
"5382", "simplificação excessiva"
"5383", "simplificado"
"5384", "simplificar"
"5385", "tamanho grande"
"5386", "exagerar"
"5387", "exagero"
"5388", "exagero"
"5389", "exagero"
"5390", "aberto"
"5391", "sobrecarregado"
"5392", "derrubar"
"5393", "reviravolta"
"5394", "abertura"
"5395", "abertura"
"5396", "insinuações"
"5397", "insinuações"
"5398", "submergir"
"5399", "esmagadora"
"5400", "esmagadoramente"
"5401", "sobrecarregado"
"5402", "overzealous"
"5403", "excessivamente"
"5404", "pacifista"
"5405", "pacifistas"
"5406", "pacifistas"
"5407", "pacificar"
"5408", "dor"
"5409", "dor"
"5410", "dor"
"5411", "doloroso"
"5412", "dolorosamente"
"5413", "indolor"
"5414", "indolor"
"5415", "dores"
"5416", "dores"
"5417", "cuidadoso"
"5418", "meticulosamente"
"5419", "palatável"
"5420", "palácio"
"5421", "pálido"
"5422", "pálido"
"5423", "palliate"
"5424", "insignificante"
"5425", "mimar"
"5426", "pan"
"5427", "pandemônio"
"5428", "pânico"
"5429", "pânico"
"5430", "panicky"
"5431", "paraíso"
"5432", "paradoxal"
"5433", "paradoxalmente"
"5434", "paralize"
"5435", "paralisado"
"5436", "primordial"
"5437", "paranóia"
"5438", "paranóico"
"5439", "parasita"
"5440", "perdão"
"5441", "paria"
"5442", "paródia"
"5443", "parcialidade"
"5444", "parcialidade"
"5445", "particular"
"5446", "particularmente"
"5447", "partidário"
"5448", "partidário"
"5449", "partidários"
"5450", "partidários"
"5451", "passe"
"5452", "paixão"
"5453", "apaixonado"
"5454", "apaixonadamente"
"5455", "passivo"
"5456", "passivo"
"5457", "passividade"
"5458", "passividade"
"5459", "patético"
"5460", "pateticamente"
"5461", "paciência"
"5462", "paciente"
"5463", "paciente"
"5464", "paciente"
"5465", "pacientemente"
"5466", "patriota"
"5467", "patriotismo"
"5468", "patronize"
"5469", "escassez"
"5470", "escassez"
"5471", "pauper"
"5472", "paupers"
"5473", "paupers"
"5474", "reembolso"
"5475", "reembolso"
"5476", "paz"
"5477", "paz"
"5478", "paz"
"5479", "paz"
"5480", "pacifico"
"5481", "pacificamente"
"5482", "forças de paz"
"5483", "forças de paz"
"5484", "peculiar"
"5485", "peculiarmente"
"5486", "pedante"
"5487", "pedestre"
"5488", "peerless"
"5489", "peeve"
"5490", "aborrecido"
"5491", "peevish"
"5492", "peevishly"
"5493", "penalizar"
"5494", "pena"
"5495", "pena"
"5496", "penetrar"
"5497", "penitente"
"5498", "percepções"
"5499", "percepções"
"5500", "perceptivo"
"5501", "perfeito"
"5502", "perfeito"
"5503", "perfeito"
"5504", "perfeição"
"5505", "perfeitamente"
"5506", "perfídia"
"5507", "perfidez"
"5508", "superficial"
"5509", "superficial"
"5510", "talvez"
"5511", "perigo"
"5512", "perigoso"
"5513", "perigosamente"
"5514", "periférico"
"5515", "perecer"
"5516", "permissível"
"5517", "pernicioso"
"5518", "perplex"
"5519", "perplexo"
"5520", "desconcertante"
"5521", "perplexidade"
"5522", "perseguir"
"5523", "perseguição"
"5524", "perseguição"
"5525", "perseverança"
"5526", "perseverar"
"5527", "persistência"
"5528", "persistência"
"5529", "persistente"
"5530", "persistente"
"5531", "personagens"
"5532", "personagens"
"5533", "personalidade"
"5534", "personalidade"
"5535", "perspectiva"
"5536", "perspectiva"
"5537", "perspicaz"
"5538", "perspicazmente"
"5539", "persuadir"
"5540", "persuasivo"
"5541", "persuasivo"
"5542", "persuasivamente"
"5543", "pertinaz"
"5544", "pertinácia"
"5545", "pertinácia"
"5546", "pertinente"
"5547", "perturbação"
"5548", "perturbado"
"5549", "penetrante"
"5550", "penetrante"
"5551", "perverso"
"5552", "perversamente"
"5553", "perversão"
"5554", "perversidade"
"5555", "pervertido"
"5556", "pervertido"
"5557", "pessimismo"
"5558", "pessimista"
"5559", "pessimista"
"5560", "pragas"
"5561", "pestilento"
"5562", "petrificar"
"5563", "petrificado"
"5564", "pettifog"
"5565", "pequeno"
"5566", "fenomenal"
"5567", "fenomenal"
"5568", "filosofar"
"5569", "fobia"
"5570", "fï¿½ico"
"5571", "falso"
"5572", "seletivo"
"5573", "pitoresco"
"5574", "piedade"
"5575", "pilhagem"
"5576", "pilar"
"5577", "pilar"
"5578", "pelourinho"
"5579", "pitada"
"5580", "pitada"
"5581", "pinho"
"5582", "pináculo"
"5583", "piedoso"
"5584", "pique"
"5585", "conciso"
"5586", "conciso"
"5587", "lamentável"
"5588", "lamentável"
"5589", "lamentavelmente"
"5590", "impiedoso"
"5591", "impiedosamente"
"5592", "pittance"
"5593", "pena"
"5594", "pena"
"5595", "pivot"
"5596", "aplacar"
"5597", "plácido"
"5598", "plagiar"
"5599", "peste"
"5600", "peste"
"5601", "peste"
"5602", "planície"
"5603", "claramente"
"5604", "plausibilidade"
"5605", "plausível"
"5606", "jogador"
"5607", "jogador"
"5608", "brincalhão"
"5609", "brincalhão"
"5610", "brinquedo"
"5611", "brinquedo"
"5612", "implorar"
"5613", "pleiteando"
"5614", "pleadingly"
"5615", "alegação"
"5616", "súplicas"
Palavras-chave "5617"
"5618", "agradável"
"5619", "agradavelmente"
"5620", "por favor"
"5621", "satisfeito"
"5622", "agradar"
"5623", "agradavelmente"
"5624", "prazer"
"5625", "prazer"
"5626", "prazer"
"5627", "prazer"
"5628", "plebeia"
"5629", "promessa"
"5630", "promessa"
"5631", "promessas"
"5632", "promessas"
"5633", "plenário"
"5634", "abundante"
"5635", "abundância"
Palavras-chave "5636"
"5637", "enredo"
"5638", "conspiradores"
"5639", "conspiradores"
"5640", "estratagema"
"5641", "estratagema"
"5642", "pilhagem"
"5643", "pilhagem"
"5644", "pelúcia"
"5645", "poético"
"5646", "poeticize"
"5647", "pungente"
"5648", "ponto"
"5649", "ponto"
"5650", "sem sentido"
"5651", "sem sentido"
"5652", "poise"
"5653", "poised"
"5654", "veneno"
"5655", "veneno"
"5656", "venenoso"
"5657", "venenoso"
"5658", "polarização"
"5659", "polarização"
"5660", "polemize"
"5661", "polido"
"5662", "polido"
"5663", "polidez"
"5664", "poluir"
"5665", "poluidor"
"5666", "poluidor"
"5667", "poluidores"
"5668", "poluidores"
"5669", "poluição"
"5670", "pomposo"
"5671", "ponderar"
"5672", "pobre"
"5673", "mal"
"5674", "popular"
"5675", "popular"
"5676", "popularidade"
"5677", "popularidade"
"5678", "portátil"
"5679", "posh"
"5680", "posição"
"5681", "posição"
"5682", "positivo"
"5683", "positividade"
"5684", "positivamente"
"5685", "possibilidade"
"5686", "possibilidade"
"5687", "possível"
"5688", "possivelmente"
"5689", "posteridade"
"5690", "postura"
"5691", "postura"
"5692", "postura"
"5693", "postura"
"5694", "potente"
"5695", "potencial"
"5696", "potencial"
"5697", "faneca"
"5698", "pobreza"
"5699", "poder"
"5700", "poder"
"5701", "poderoso"
"5702", "poderosamente"
"5703", "impotente"
"5704", "praticável"
"5705", "prático"
"5706", "praticamente"
"5707", "pragmático"
"5708", "elogio"
"5709", "elogio"
"5710", "louvável"
"5711", "louvando"
"5712", "elogiando"
"5713", "prate"
"5714", "pratfall"
"5715", "prattle"
"5716", "rezar"
"5717", "preeminente"
"5718", "pregar"
"5719", "pregação"
"5720", "pregação"
"5721", "precoce"
"5722", "precariamente"
"5723", "precaução"
"5724", "precauções"
"5725", "precedente"
"5726", "precioso"
"5727", "precioso"
"5728", "precioso"
"5729", "precipitar"
"5730", "precipício"
"5731", "preciso"
"5732", "precisamente"
"5733", "precision"
"5734", "predador"
"5735", "preconceito"
"5736", "previsível"
"5737", "previsivelmente"
"5738", "predominante"
"5739", "preeminente"
"5740", "preemptivo"
"5741", "preferem"
"5742", "preferível"
"5743", "preferível"
"5744", "preferencialmente"
"5745", "preferência"
"5746", "preferências"
"5747", "preferências"
"5748", "preconceito"
"5749", "preconceito"
"5750", "preconceito"
"5751", "prejudicial"
"5752", "premeditado"
"5753", "primeiro"
"5754", "premium"
"5755", "preocupação"
"5756", "preparado"
"5757", "preponderância"
"5758", "preponderância"
"5759", "absurdo"
"5760", "absurdamente"
"5761", "imprensa"
"5762", "pressionando"
"5763", "pressionando"
"5764", "pressão"
"5765", "pressão"
"5766", "pressões"
"5767", "pressões"
"5768", "prestígio"
"5769", "prestígio"
"5770", "presumivelmente"
"5771", "presumir"
"5772", "presunçoso"
"5773", "presunçoso"
"5774", "presunçosamente"
"5775", "pretexto"
"5776", "pretexto"
"5777", "fingir"
"5778", "pretexto"
"5779", "pretexto"
"5780", "pretensioso"
"5781", "pretensamente"
"5782", "preta"
"5783", "bonita"
"5784", "predominante"
"5785", "prevaricar"
"5786", "priceless"
"5787", "caro"
"5788", "prickle"
"5789", "prickles"
"5790", "prickles"
"5791", "orgulho"
"5792", "orgulho"
"5793", "principalmente"
"5794", "primário"
"5795", "prime"
"5796", "primitivo"
"5797", "primitivo"
"5798", "princípio"
"5799", "princípio"
"5800", "princípio"
"5801", "prisão"
"5802", "prisioneiro"
"5803", "privilégio"
"5804", "privilegiado"
"5805", "prêmio"
"5806", "pro"
"5807", "pró-americano"
"5808", "pró-americano"
"5809", "pró-Pequim"
"5810", "pró-Pequim"
"5811", "pró-Cuba"
"5812", "pró-Cuba"
"5813", "pro-paz"
"5814", "pro-paz"
"5815", "proativo"
"5816", "proativo"
"5817", "problema"
"5818", "problemático"
"5819", "problemático"
"5820", "problemas"
"5821", "problemas"
"5822", "proclamar"
"5823", "procrastinar"
"5824", "procrastinação"
"5825", "prodigioso"
"5826", "prodigiosamente"
"5827", "prodígio"
"5828", "produtivo"
"5829", "profano"
"5830", "profano"
"5831", "profanidade"
"5832", "professar"
"5833", "proficiente"
"5834", "proficiently"
"5835", "lucro"
"5836", "lucro"
"5837", "lucrativo"
"5838", "profundo"
"5839", "profundamente"
"5840", "profusa"
"5841", "profusamente"
"5842", "profusão"
"5843", "prognosticate"
"5844", "progresso"
"5845", "progresso"
"5846", "progressivo"
"5847", "proibir"
"5848", "proibitivo"
"5849", "proibitivamente"
"5850", "prolífico"
"5851", "proeminente"
"5852", "proeminência"
"5853", "promessa"
"5854", "promessa"
"5855", "promissor"
"5856", "promotor"
"5857", "promotor"
"5858", "prompt"
"5859", "prontamente"
"5860", "propaganda"
"5861", "propaganda"
"5862", "propagandize"
"5863", "adequado"
"5864", "corretamente"
"5865", "profetizar"
"5866", "propício"
"5867", "propitiously"
"5868", "proporcional"
"5869", "proporcional"
"5870", "proporcionalmente"
"5871", "proscrição"
"5872", "proscrição"
"5873", "proscrições"
"5874", "proscrições"
"5875", "processar"
"5876", "perspectiva"
"5877", "perspectiva"
"5878", "perspectivas"
"5879", "perspectivas"
"5880", "prosperar"
"5881", "prosperidade"
"5882", "prosperidade"
"5883", "próspero"
"5884", "proteger"
"5885", "proteção"
"5886", "protetor"
"5887", "protetor"
"5888", "protetor"
"5889", "protesto"
"5890", "protesto"
"5891", "protesto"
"5892", "protesto"
"5893", "protesto"
"5894", "prolongado"
"5895", "orgulhoso"
"5896", "provar"
"5897", "providência"
"5898", "provocação"
"5899", "provocação"
"5900", "provocador"
"5901", "provocante"
"5902", "provocar"
"5903", "destreza"
"5904", "prudência"
"5905", "prudência"
"5906", "prudente"
"5907", "prudentemente"
"5908", "pry"
"5909", "pugnacious"
"5910", "pugnaciously"
"5911", "pugnacidade"
"5912", "punch"
"5913", "punch"
"5914", "pontual"
"5915", "pundits"
"5916", "pundits"
"5917", "punir"
"5918", "punível"
"5919", "punitivo"
"5920", "punitivo"
"5921", "puny"
"5922", "fantoche"
"5923", "fantoche"
"5924", "fantoches"
"5925", "fantoches"
"5926", "puro"
"5927", "purificação"
"5928", "purificar"
"5929", "pureza"
"5930", "proposital"
"5931", "enigma"
"5932", "confundido"
"5933", "perplexidade"
"5934", "intrigante"
"5935", "charlatão"
"5936", "pitoresco"
"5937", "qualificado"
"5938", "qualificar"
"5939", "qualificar"
"5940", "escrúpulos"
"5941", "escrúpulos"
"5942", "dilema"
"5943", "discussão"
"5944", "discussão"
"5945", "discussão"
"5946", "quarrellous"
"5947", "quarrellously"
"5948", "brigas"
"5949", "quarrelsome"
"5950", "anular"
"5951", "quase aliado"
"5952", "quase aliado"
"5953", "queer"
"5954", "arrefecimento"
"5955", "questionável"
"5956", "questionável"
"5957", "quibble"
"5958", "quicken"
"5959", "rápido"
"5960", "tranquilo"
"5961", "sair"
"5962", "bastante"
"5963", "quitter"
"5964", "racismo"
"5965", "racismo"
"5966", "racista"
"5967", "racista"
"5968", "racista"
"5969", "racistas"
"5970", "racistas"
"5971", "cremalheira"
"5972", "resplendor"
"5973", "radiante"
"5974", "radical"
"5975", "radical"
"5976", "radical"
"5977", "radicalização"
"5978", "radicalização"
"5979", "radicalmente"
"5980", "radicais"
"5981", "raiva"
"5982", "raiva"
"5983", "esfarrapado"
"5984", "raging"
"5985", "ferrovia"
"5986", "rally"
"5987", "rampage"
"5988", "rampante"
"5989", "ramshackle"
"5990", "rancor"
"5991", "classificação"
"5992", "rankle"
"5993", "rant"
"5994", "rant"
"5995", "ranting"
"5996", "rantingly"
"5997", "rápido"
"5998", "reaproximação"
"5999", "aproximação"
"6000", "rapport"
"6001", "rapt"
"6002", "arrebatamento"
"6003", "êxtase"
"6004", "êxtase"
"6005", "êxtase"
"6006", "arrebatador"
"6007", "arrebatadoramente"
"6008", "raro"
"6009", "raramente"
"6010", "rascunho"
"6011", "erupção"
"6012", "rato"
"6013", "sim"
"6014", "sim"
"6015", "racional"
"6016", "racionalidade"
"6017", "racionalidade"
"6018", "racionalizar"
"6019", "chocalho"
"6020", "ravage"
"6021", "rave"
"6022", "raving"
"6023", "reconquista"
"6024", "reconquista"
"6025", "reagir"
"6026", "reação"
"6027", "reação"
"6028", "reacionário"
"6029", "reações"
"6030", "reacções"
"6031", "prontidão"
"6032", "prontidão"
"6033", "prontamente"
"6034", "pronto"
"6035", "reafirmar"
"6036", "reafirmação"
"6037", "reafirmação"
"6038", "real"
"6039", "realista"
"6040", "realista"
"6041", "realisticamente"
"6042", "realização"
"6043", "realização"
"6044", "realmente"
"6045", "motivo"
"6046", "razoável"
"6047", "razoavelmente"
"6048", "razoável"
"6049", "tranquilidade"
"6050", "tranquilidade"
"6051", "tranquilizar"
"6052", "rebelde"
"6053", "rejeição"
"6054", "repreensão"
"6055", "recalcitrante"
"6056", "recanto"
"6057", "receptivo"
"6058", "recessão"
"6059", "recessivo"
"6060", "imprudente"
"6061", "imprudentemente"
"6062", "imprudência"
"6063", "recuperar"
"6064", "reconhecimento"
"6065", "reconhecimento"
"6066", "reconhecível"
"6067", "reconhecível"
"6068", "recuo"
"6069", "recomendar"
"6070", "recomendação"
"6071", "recomendações"
"6072", "recomendações"
"6073", "recomendado"
"6074", "recompensa"
"6075", "recompensa"
"6076", "conciliar"
"6077", "reconciliação"
"6078", "reconciliação"
"6079", "ajuste de registro"
"6080", "recursos"
"6081", "recursos"
"6082", "recuperar"
"6083", "retificação"
"6084", "retificação"
"6085", "rectificar"
"6086", "rectificação"
"6087", "rectificação"
"6088", "resgatar"
"6089", "resgatando"
"6090", "redenção"
"6091", "redundância"
"6092", "redundante"
"6093", "restabelecer"
"6094", "refinar"
"6095", "refinado"
"6096", "refinamento"
"6097", "refletindo"
"6098", "refletindo"
"6099", "reflexivo"
"6100", "reforma"
"6101", "reforma"
"6102", "atualizar"
"6103", "refrescante"
"6104", "refúgio"
"6105", "recusa"
"6106", "recusa"
"6107", "recusar"
"6108", "refutação"
"6109", "refutação"
"6110", "refutar"
"6111", "regia"
"6112", "regiamente"
"6113", "respeito"
"6114", "respeito"
"6115", "independentemente"
"6116", "independentemente"
"6117", "regredir"
"6118", "regressão"
"6119", "regressivo"
"6120", "pesar"
"6121", "pesar"
"6122", "pesar"
"6123", "arrependido"
"6124", "lamentavelmente"
"6125", "lamentável"
"6126", "lamentavelmente"
"6127", "reabilitar"
"6128", "reabilitação"
"6129", "reforçar"
"6130", "reforço"
"6131", "reiterar"
"6132", "reiterado"
"6133", "reiterado"
"6134", "reitera"
"6135", "reitera"
"6136", "rejeitar"
"6137", "rejeição"
"6138", "rejeição"
"6139", "alegra-se"
"6140", "alegria"
"6141", "alegremente"
"6142", "recaída"
"6143", "relacoes"
"6144", "relacionamento"
"6145", "relaxar"
"6146", "relaxado"
"6147", "relent"
"6148", "implacável"
"6149", "incansavelmente"
"6150", "incansável"
"6151", "relevante"
"6152", "relevância"
"6153", "confiável"
"6154", "fiabilidade"
"6155", "confiável"
"6156", "alívio"
"6157", "alívio"
"6158", "aliviar"
"6159", "relish"
"6160", "relutância"
"6161", "relutância"
"6162", "relutante"
"6163", "com relutância"
"6164", "observação"
"6165", "observação"
"6166", "notável"
"6167", "notável"
"6168", "notavelmente"
"6169", "remédio"
"6170", "reminiscente"
"6171", "reminiscente"
"6172", "remorso"
"6173", "remorso"
"6174", "remorso"
"6175", "remorso"
"6176", "remorso"
"6177", "sem remorsos"
"6178", "sem remorsos"
"6179", "remorselessness"
"6180", "remunerar"
"6181", "renascimento"
"6182", "renovável"
"6183", "renovação"
"6184", "renovar"
"6185", "renovação"
"6186", "renunciar"
"6187", "renome"
"6188", "renomado"
"6189", "renúncia"
"6190", "reparar"
"6191", "reparar"
"6192", "reparação"
"6193", "reembolsar"
"6194", "repelir"
"6195", "arrepender-se"
"6196", "arrependimento"
"6197", "repetitivo"
"6198", "repleto"
"6199", "repreensível"
"6200", "repreensível"
"6201", "repreensivelmente"
"6202", "repreensão"
"6203", "repreensivo"
"6204", "reprimir"
"6205", "repressão"
"6206", "repressão"
"6207", "repressivo"
"6208", "reprimenda"
"6209", "reprovar"
"6210", "reprovar"
"6211", "reprovar"
"6212", "reprovador"
"6213", "repreender"
"6214", "reprovação"
"6215", "repudiar"
"6216", "repúdio"
"6217", "repúdio"
"6218", "repugn"
"6219", "repugnância"
"6220", "repugnante"
"6221", "repugnante"
"6222", "repelir"
"6223", "repelido"
"6224", "repelindo"
"6225", "repulsivo"
"6226", "repulsivamente"
"6227", "repulsividade"
"6228", "respeitável"
"6229", "reputado"
"6230", "resgate"
"6231", "resgate"
"6232", "resent"
"6233", "ressentimento"
"6234", "ressentimento"
"6235", "ressentimento"
"6236", "reservas"
"6237", "reservas"
"6238", "resignação"
"6239", "resignado"
"6240", "resiliente"
"6241", "resistência"
"6242", "resistência"
"6243", "resistente"
"6244", "resistente"
"6245", "resoluto"
"6246", "resolver"
"6247", "resolver"
"6248", "resolver"
"6249", "resolvido"
"6250", "ressoar"
"6251", "retumbante"
"6252", "engenhoso"
"6253", "recursos"
"6254", "respeito"
"6255", "respeito"
"6256", "respeito"
"6257", "respeitável"
"6258", "respeitoso"
"6259", "respeitosamente"
"6260", "descanso"
"6261", "resplandecente"
"6262", "responsabilidade"
"6263", "responsável"
"6264", "responsavelmente"
"6265", "responsivo"
"6266", "repousante"
"6267", "inquieto"
"6268", "inquietação"
"6269", "restauração"
"6270", "restaurar"
"6271", "restrição"
"6272", "restrição"
"6273", "restringir"
"6274", "restringido"
"6275", "restrição"
"6276", "restritivo"
"6277", "ressurgente"
"6278", "retaliar"
"6279", "retaliação"
"6280", "retardador"
"6281", "reticente"
"6282", "aposentar"
"6283", "retrair"
"6284", "retiro"
"6285", "retiro"
"6286", "reunir"
"6287", "revelar"
"6288", "revelando"
"6289", "revel"
"6290", "revel"
"6291", "revel"
"6292", "revelação"
"6293", "revelação"
"6294", "revelador"
"6295", "vingança"
"6296", "vingança"
"6297", "vingativo"
"6298", "vingativo"
"6299", "revere"
"6300", "reverência"
"6301", "reverente"
"6302", "reverentemente"
"6303", "reverter"
"6304", "avivamento"
"6305", "revive"
"6306", "revile"
"6307", "injuriado"
"6308", "revitalizar"
"6309", "revogar"
"6310", "revolta"
"6311", "revoltando"
"6312", "revoltando"
"6313", "revolução"
"6314", "revolução"
"6315", "repulsa"
"6316", "revolução"
"6317", "recompensa"
"6318", "recompensando"
"6319", "gratificante"
"6320", "rhapsodize"
"6321", "retórica"
"6322", "retórica"
"6323", "retórica"
"6324", "retórica"
"6325", "rico"
"6326", "riquezas"
"6327", "ricamente"
"6328", "riqueza"
"6329", "livrar"
"6330", "ridículo"
"6331", "ridículo"
"6332", "ridículo"
"6333", "ridiculamente"
"6334", "rife"
"6335", "rift"
"6336", "rift"
"6337", "fendas"
"6338", "fendas"
"6339", "direito"
"6340", "direito"
"6341", "direito"
"6342", "corrigir"
"6343", "justo"
"6344", "justamente"
"6345", "justiça"
"6346", "direito"
"6347", "legitimamente"
"6348", "com razão"
"6349", "justiça"
"6350", "direito"
"6351", "direitos"
"6352", "direitos"
"6353", "rígido"
"6354", "rigor"
"6355", "rigor"
"6356", "rile"
"6357", "riled"
"6358", "maduro"
"6359", "risco"
"6360", "risco"
"6361", "livre de risco"
"6362", "arriscado"
"6363", "rival"
"6364", "rival"
"6365", "rivalidade"
"6366", "bloqueio de estradas"
"6367", "bloqueio de estradas"
"6368", "robusto"
"6369", "rochoso"
"6370", "rogue"
"6371", "rogue"
"6372", "montanha-russa"
"6373", "montanha-russa"
"6374", "romantico"
"6375", "romanticamente"
"6376", "romantizar"
"6377", "rosado"
"6378", "podridão"
"6379", "podridão"
"6380", "podre"
"6381", "bruto"
"6382", "despertar"
"6383", "lixo"
"6384", "rude"
"6385", "rue"
"6386", "rue"
"6387", "ruffian"
"6388", "ruffle"
"6389", "ruína"
"6390", "ruína"
"6391", "ruína"
"6392", "ruinoso"
"6393", "ruidosamente"
"6394", "ruidosamente"
"6395", "rumor"
"6396", "rumor"
"6397", "rumores"
"6398", "rumores"
"6399", "rumores"
"6400", "rumores"
"6401", "rumple"
"6402", "run-down"
"6403", "runaway"
"6404", "ruptura"
"6405", "ruptura"
"6406", "rusty"
"6407", "impiedoso"
"6408", "impiedosamente"
"6409", "crueldade"
"6410", "sabotagem"
"6411", "sagrado"
"6412", "sacrifício"
"6413", "sacrifício"
"6414", "triste"
"6415", "triste"
"6416", "triste"
"6417", "infelizmente"
"6418", "tristeza"
"6419", "seguro"
"6420", "salvaguarda"
"6421", "sag"
"6422", "sagacidade"
"6423", "sábio"
"6424", "sabiamente"
"6425", "santo"
"6426", "santidade"
"6427", "santo"
"6428", "vendável"
"6429", "salgado"
"6430", "salivar"
"6431", "salutar"
"6432", "saudação"
"6433", "salvação"
"6434", "santuário"
"6435", "santuário"
"6436", "santificar"
"6437", "sanção"
"6438", "santidade"
"6439", "santuário"
"6440", "santuário"
"6441", "sanguíneo"
"6442", "sã"
"6443", "sanidade"
"6444", "sanidade"
"6445", "sap"
"6446", "sarcasmo"
"6447", "sarcástico"
"6448", "sarcasticamente"
"6449", "sardônico"
"6450", "sardônica"
"6451", "sass"
"6452", "sass"
"6453", "satírico"
"6454", "satirize"
"6455", "satisfação"
"6456", "satisfação"
"6457", "satisfatoriamente"
"6458", "satisfatório"
"6459", "satisfazer"
"6460", "satisfazendo"
"6461", "selvagem"
"6462", "selvagem"
"6463", "selvagem"
"6464", "selvagem"
"6465", "selvagem"
"6466", "selvageria"
"6467", "selvagens"
"6468", "saborear"
"6469", "esclarecido"
"6470", "escândalo"
"6471", "escândalo"
"6472", "escandalizar"
"6473", "escandalizado"
"6474", "escandaloso"
"6475", "escandalosamente"
"6476", "escândalos"
"6477", "escasso"
"6478", "bode expiatório"
"6479", "cicatriz"
"6480", "cicatriz"
"6481", "cicatrizes"
"6482", "escasso"
"6483", "apenas"
"6484", "escassez"
"6485", "susto"
"6486", "assustado"
"6487", "mais assustador"
"6488", "mais assustador"
"6489", "scarily"
"6490", "cicatrizes"
"6491", "cicatrizes"
"6492", "assustador"
"6493", "assustador"
"6494", "mordaz"
"6495", "scathingly"
"6496", "scenic"
"6497", "esquema"
"6498", "esquema"
"6499", "planejando"
"6500", "erudito"
"6501", "zombaria"
"6502", "escarnecedor"
"6503", "repreender"
"6504", "repreendendo"
"6505", "repreensivelmente"
"6506", "escaldante"
"6507", "escaldante"
"6508", "desprezo"
"6509", "escárnio"
"6510", "desdenhosamente"
"6511", "sem-vergonha"
"6512", "flagelo"
"6513", "cinza"
"6514", "cinza"
"6515", "gritar"
"6516", "gritando"
"6517", "gritando"
"6518", "screech"
"6519", "screech"
"6520", "parafuso"
"6521", "escrúpulos"
"6522", "escrupulosos"
"6523", "escrupulosamente"
"6524", "scrutinize"
"6525", "escrutínio"
"6526", "escrutínio"
"6527", "escumalha"
"6528", "scummy"
"6529", "sem costura"
"6530", "temperado"
"6531", "segunda classe"
"6532", "segunda camada"
"6533", "secreto"
"6534", "secreto"
"6535", "seguro"
"6536", "com segurança"
"6537", "segurança"
"6538", "segurança"
"6539", "sedentário"
"6540", "sedutor"
"6541", "semente"
"6542", "parecem"
"6543", "aparentemente"
"6544", "seethe"
"6545", "fervendo"
"6546", "seletivo"
"6547", "auto-golpe"
"6548", "auto-golpe"
"6549", "auto-crítica"
"6550", "autocrítica"
"6551", "auto-derrotar"
"6552", "autodestrutiva"
"6553", "autodeterminação"
"6554", "autodeterminação"
"6555", "auto-exame"
"6556", "auto-exame"
"6557", "auto-humilhação"
"6558", "auto-humilhação"
"6559", "interesse próprio"
"6560", "interesse próprio"
"6561", "auto-interessado"
"6562", "auto-respeito"
"6563", "auto-satisfação"
"6564", "auto-satisfação"
"6565", "auto-serviço"
"6566", "auto-serviço"
"6567", "auto-suficiência"
"6568", "auto-Suficiência"
"6569", "auto-suficiente"
"6570", "selfinterested"
"6571", "egoísta"
"6572", "egoísta"
"6573", "egoísmo"
"6574", "aparência"
"6575", "senil"
"6576", "sensação"
"6577", "sensação"
"6578", "sensacional"
"6579", "sensationalize"
"6580", "sensacionalmente"
"6581", "sensações"
"6582", "sensoes"
"6583", "sentido"
"6584", "sentido"
"6585", "sentido"
"6586", "sem sentido"
"6587", "sem sentido"
"6588", "sensata"
"6589", "sensivelmente"
